"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 19 20:36:26 GMT 2024","Fri Apr 19 20:36:26 GMT 2024","327","tests.health_check","test_connectionDB","TestConnectionDB","","","test_checkDB_connection_1",""
